id,abstract,content,s_content,t_content,img,ref,click,share,good,edittime,tag,items,lemmaID,editor_goodVersionCount,editor_commitPassedCount,editor_level,editor_featuredLemmaCount,editor_createPassedCount,editor_commitTotalCount,editor_experience,editor_passRatio,flag
3089,251,3739,6,2,4,12,5487241,762,10572,371,3,2,136567,473.32,383803,8.2,117.84,8821.96,414144,515430000,90.16,1
3091,409,14782,8,22,30,42,41131204,957,103017,1385,3,23,32914,19.12,343688,6.04,17.8,3333.56,396678,9446.44,84.36,1
3096,445,10280,7,15,16,25,1619369,79,1682,395,6,1,1631715,66.24,180437,6.96,64.04,3199,207037,22980.7,92.32,1
3101,722,10110,6,13,0,308,361763959,636,26688,1493,6,1,129239,2.56,509441,5.08,2.16,4571.96,588370,1482.76,88.28,1
3103,342,1695,6,6,20,34,4891750,9,5583,185,4,1,136783,309.96,485457,8.04,302.28,7748.48,540771,343660000,91.64,1
3108,506,18719,6,21,26,49,26251186,3794,63513,652,6,8,136876,85.76,685092,7.36,57.04,6942.8,790838,24386.2,90.08,1
3109,270,9026,6,6,18,18,2877552,126,3827,388,4,1,177779,142.56,410970,7.68,27.08,5327,465089,171817000,90.2,1
3129,309,5780,8,13,9,46,10678806,325,10852,501,0,3,137234,0.8,339382,2.76,0.96,2867.48,391962,118.72,68.44,1
3130,485,11989,9,21,7,12,386187,29,196,57,3,1,137254,82.68,20142.4,5.68,62.84,325.64,20756,19733.7,87.8,1
3131,334,1823,5,3,30,39,7435583,70,7512,316,3,1,137271,83.72,582854,6.16,58,6506.04,663204,171812000,83.96,1
3133,183,725,4,3,30,10,933173,29,1324,86,3,2,137308,211.08,582366,6.84,151.24,8212.8,662724,171831000,84.24,1
3136,474,16409,16,45,24,8,2488864,152,1268,178,1,1,137363,7.2,516323,5.36,7.52,4584.96,595310,5030.32,83,1
3138,541,2445,6,2,16,29,6514372,76,33775,279,2,1,349626,95.12,516771,7.08,94.36,5691.28,596004,22579.6,86.52,1
3140,159,10400,8,14,13,11,4645576,386,11137,494,2,2,3420990,27.28,348745,5.96,25.8,3018.8,401476,10800.9,91.64,1
3141,417,5788,6,8,0,76,15148156,670,29950,722,4,1,137601,95.68,342176,6,94.72,2955.56,394847,21832.2,89.48,1
3143,634,14262,7,15,8,93,9142868,385,9638,905,10,1,137482,13.88,516923,5.88,11.2,5251.2,595885,13744.9,85.88,1
3148,521,15596,4,9,16,45,36381995,4882,74134,526,4,3,137575,77.08,510918,5.92,48.76,4474.4,590087,12674.8,85.2,1
3150,417,5788,6,8,0,76,15147829,670,29950,722,4,1,137601,95.68,342176,6,94.72,2955.56,394847,21832.2,89.48,1
3153,625,5530,6,7,0,76,14792285,328,16977,568,5,1,137655,20.12,919254,5.16,20.36,10451.7,1052140,171807000,83.12,1
3154,640,15697,7,13,19,86,9253537,373,4505,660,11,1,137673,117.68,520710,7.28,87.76,6650.52,599799,32055,87.8,1
3156,370,10766,12,27,8,16,1684379,79,1718,216,1,1,284701,39.76,355316,7.16,38.2,8374.92,408182,31493.6,87.76,1
3163,530,5019,10,2,5,21,2845469,283,2087,315,2,1,163512,7.88,471647,5.72,7.28,7263.16,526867,343603000,84.84,1
3173,200,8424,12,24,7,10,1127519,29,780,161,0,2,138007,69.72,475592,7.04,66.12,8159.12,530904,343618000,85.4,1
3179,760,7543,8,13,30,196,23711807,99,61793,3280,5,1,138122,31.8,678367,5.48,32.16,5808.64,783505,4905.16,85.44,1
3183,326,10198,13,27,10,46,3017461,212,3118,544,0,4,138196,13.16,360165,6.32,11.36,6738.96,413068,23352.7,86,1
3187,643,3864,7,9,30,167,14998563,126,36055,929,4,1,138270,28.2,512936,5.4,27.04,4299.72,591824,6053.04,83.32,1
3189,347,4991,8,16,2,8,406778,36,290,52,2,1,3821882,53.84,315011,7.2,36.84,6691.76,343964,343622000,92.88,1
3192,525,3260,7,13,30,32,32884956,695,38620,795,6,2,75310,129,509759,7.64,123.56,4630.8,588981,23554.8,88.76,1
3193,446,1810,6,7,30,28,3588404,55,7088,213,4,1,138361,99.36,655980,7.76,99.4,9543,737533,343626000,85,1
3202,688,15815,6,9,0,191,24050495,2561,82039,883,5,2,80102,0.32,169502,4.08,0.12,1553.4,195780,916.08,88.8,1
3207,445,10280,7,15,16,25,1619630,79,1682,395,6,1,1631715,66.24,180437,6.96,64.04,3199.52,207038,22981.1,92.32,1
3208,684,7319,8,4,30,171,38391240,4318,45707,952,4,24,11029,126.48,344087,7,114,3837.6,396740,26575.1,90.04,1
3216,607,14176,7,13,8,93,7343336,355,6102,638,12,1,138747,27.36,354216,7.4,20.48,5447.56,407095,25709.8,90.2,1
3220,634,14187,6,19,7,146,5108444,256,4872,935,8,2,138820,22.08,8016.16,7.56,10.56,400.92,8596.88,16249.4,91.2,1
3222,502,14887,14,28,13,24,9291164,590,4976,374,3,2,138857,3.72,509964,5.12,3.96,4388,588895,1927.64,81.2,1
3231,107,2034,8,2,0,7,2510756,37,7095,24,4,81,4940640,9.5,352959,3.875,8.875,2980.38,407679,888,80.2083,1
3233,362,3816,6,5,7,21,8638332,858,12109,307,2,1,119811,6.44,511433,5,7.24,4691.52,590363,4723.84,84.04,1
3240,218,7535,6,16,10,31,4499584,734,6929,228,3,8,9387,160.96,250668,8.68,141.24,4087.44,278568,171836000,93.56,1
3247,587,8440,13,29,13,23,3193428,198,2255,410,3,1,139270,18.04,346012,5.84,14.32,4258.92,398793,12711.2,87.96,1
3252,245,3358,4,5,11,7,3978241,241,3019,90,3,8,10501619,100.88,348363,6.28,81.64,2942.48,401266,17475,88.84,1
3255,681,9566,7,16,0,217,35414292,1521,47888,1920,5,7,139401,933,353013,11.04,932.36,4407.8,405713,171235,94.72,1
3262,549,7897,8,13,10,45,3703068,95,1964,476,11,1,139535,40.32,522641,6.48,33.2,5425.24,601904,14771.1,88.08,1
3263,543,5179,7,14,14,37,24546278,448,25520,122,0,2,7714952,22.08,589927,6.76,17.4,11216.5,670207,171825000,87.2,1
3273,601,2253,7,3,30,33,14751014,75,21945,376,4,2,139688,35.48,342764,5.68,33.12,3834.84,395912,12404.6,62.8,1
3274,210,4187,10,17,6,14,367686,36,309,123,0,1,139708,14.32,646968,6.16,11.52,10264.9,728467,343611000,86.32,1
3275,579,4591,7,14,0,133,14860745,588,16436,682,3,1,6559675,80.16,172307,5.92,80.48,1479.4,198655,15912,90.68,1
3282,200,797,5,3,22,19,4291394,1050,4722,162,3,42,10616,65.68,645008,6.16,33.72,10524,726493,343616000,80.72,1
3286,731,16596,7,12,30,366,34493301,254,68599,1875,5,1,139911,5.76,170452,5.08,5.4,1464.6,196836,3581.52,91.6,1
3290,326,1420,4,3,11,9,573756,8,982,54,6,1,139977,143.24,319047,7.4,134.52,6214.16,348445,343640000,86.44,1
3293,642,11333,6,20,12,36,4985864,228,5384,533,8,1,140012,41.92,524305,6.96,32.6,8041.32,603382,27537.3,87.32,1
3295,634,5214,6,6,30,128,6269505,80,17379,728,3,4,39885,36.16,577324,5.72,34.08,7067.64,657547,171810000,87.28,1
3302,270,1936,8,3,15,33,8669260,28,6196,179,5,1,140157,52.72,416330,6.64,37.72,5858,470439,171817000,85.44,1
3308,243,3885,6,15,9,11,1695320,117,420,81,2,1,1459289,18.24,335752,5.52,13.84,5791.72,365276,343605000,83.88,1
3315,192,2900,5,10,4,14,898846,32,643,80,10,1,140358,120.08,178517,6.88,78.64,2137.12,205166,18753.6,94,1
3321,262,2196,7,7,7,18,104373,5,968,15,1,12,18756988,87.9333,311912,8,92.5333,15982.9,356250,30750.7,83.2,1
3322,370,1081,4,6,14,19,11682134,41,9639,305,4,1,140467,27.6,650374,5.84,22.16,8688.48,732058,343605000,86.6,1
3325,704,4974,6,10,30,67,27939168,102,76158,1497,4,2,140514,59.52,344732,5.68,59.08,3556.72,397453,14795,85.24,1
3329,572,17225,14,31,30,107,22620360,1316,20163,1673,1,1,140588,5.96,173833,6.28,4.04,2469.68,200186,10816.8,88.36,1
3342,669,4012,7,6,28,68,11818574,188,29239,701,5,1,140816,874.2,348925,10,873.68,3298.92,401659,153916,91.12,1
3345,228,4662,8,12,24,51,5676192,43,10043,478,3,1,140872,66.36,519837,6.52,19.64,6369.4,598963,18674.9,90.32,1
3346,250,5933,9,13,9,14,2864726,432,9484,248,2,2,3060,41.24,237322,4.96,40.56,3647.48,264974,171809000,85.96,1
3347,187,5397,9,14,12,14,363334,164,713,59,0,1,140900,26.56,479098,6.76,14.92,9876.88,534328,343615000,85.16,1
3350,555,13519,13,30,9,43,3631937,155,1913,454,3,1,140955,26.88,517873,6.16,24.8,6557.52,596948,21985.7,87.52,1
3357,127,983,9,2,30,19,9124563,34,9582,210,3,48,3614481,360.24,361398,9.48,330.64,3234.84,414227,101492,85.56,1
3366,385,13981,11,13,6,27,832007,111,653,119,1,1,141215,109.28,515692,7.24,90,6854.04,594553,29131.9,91.16,1
3368,454,15693,13,20,10,34,2570735,149,1575,157,1,3,3560625,47.92,180734,7.28,49.44,2567.6,207375,34500.1,90.48,1
3371,687,21084,14,43,30,365,15665829,1333,16357,1357,2,2,141291,12.36,512760,4.64,13.2,4776.16,591755,4755.16,59.2,1
3372,122,5417,5,6,11,9,2279688,777,4535,165,1,2,1295,3,338873,3.44,2.52,3008.44,391418,122.36,85.68,1
3374,133,7017,8,16,6,20,999177,43,1673,78,0,6,63883,45.68,521327,6.12,40.8,4851.08,600465,14843.6,87.92,1
3385,111,461,8,2,22,12,13664949,219,21554,92,6,12,5952420,45.8,248150,6.04,40.64,4066.64,276037,171815000,85.6,1
3388,290,6392,9,6,3,32,3451781,829,14896,269,4,1,174112,52.64,577086,5.56,13.56,6846.76,657293,171806000,87.52,1
3390,713,6193,7,10,30,111,22889111,128,31866,647,4,1,141598,23.52,341896,5.44,23.68,3033.04,394646,7902.88,85,1
3394,293,1657,6,2,30,21,3690005,162,556,55,3,1,1297807,68.8,422219,7.28,55.2,8334.32,476440,171828000,88.48,1
3398,642,8752,7,15,12,39,4315083,158,2437,906,10,1,141728,63.84,1962.12,7.28,62.32,194.32,2032.36,15370.8,96.32,1
3399,622,6868,6,9,2,40,12143474,446,11380,800,5,1,141748,2.36,682639,5.44,2.56,6133.6,787851,3484.44,82.44,1
3400,630,5112,8,6,0,59,14750936,83,10525,473,5,1,141768,8.16,510808,6.08,7.92,4493.92,589976,5274.56,82.2,1
3401,421,6816,5,9,30,140,17514116,123,90957,1488,2,1,141786,57.28,680609,5.24,56.56,5811.12,785752,10027.5,83.4,1
3404,647,14609,7,12,0,410,21786579,1494,34850,1730,4,1,141837,307.36,3229.76,10.88,291.08,466.52,3335.84,56835.2,89.4,1
3405,295,7141,11,14,12,17,910088,47,500,151,0,1,2542573,1.6,169648,4.6,2.04,1487.16,195943,2301.36,88.76,1
3408,134,3942,8,10,4,19,10445341,711,8378,44,6,35,10565923,119.08,275800,7.44,95.36,4047.4,304306,171836000,88,1
3418,660,5015,6,5,7,40,4683553,523,5405,188,2,1,142084,71.72,362310,8.16,59.24,7686.72,415219,44450.4,88.52,1
3421,600,3645,7,11,28,64,26302004,145,58740,1259,4,1,142127,80.24,173086,6.6,79.76,1480.64,199498,18669.7,85.64,1
3422,248,3849,5,0,7,8,1248323,66,793,85,5,1,142146,145.16,345034,6.36,118.96,3137.44,397897,24189,84.44,1
3425,198,4850,8,10,3,15,6640797,610,8118,255,0,1,142192,87.76,636678,8.32,68.96,12305.9,694869,687225000,90,1
3426,552,10667,7,25,12,28,2862993,252,2104,238,10,1,142212,26.76,349893,6,25.72,3570.84,402806,12716.8,86.12,1
3427,359,5071,7,12,0,55,23535863,514,20120,761,3,1,142231,134.16,174060,8.12,136.56,1931.2,200423,27511.5,95.16,1
3432,328,9744,7,14,4,18,5541478,127,5494,197,4,1,142326,51.76,345024,4.72,16.24,3247.08,397750,9113.28,82.08,1
3441,171,2507,7,5,5,15,2491027,191,4455,149,4,1,142478,14.56,236667,5.36,10.32,3665.56,264294,171804000,87.56,1
3442,195,8960,6,6,3,14,1965063,89,6778,207,2,1,143926,123.48,344624,7.04,116.88,2940.32,397345,34509,88.68,1
3451,154,2177,9,4,0,26,4546435,121,203,39,7,14,17406390,204.8,176911,7.88,158.96,1752.56,203480,48163.8,88.44,1
3463,637,22516,13,41,30,68,5833581,220,5003,1287,0,4,142839,7.56,171101,5.92,6.52,1450.8,197563,5091.44,87.8,1
3469,372,1418,6,5,30,46,8880238,1411,9182,408,4,2,142934,20.68,176101,6.08,8.96,2751.32,202785,18691.5,86.36,1
3471,92,1520,6,0,4,9,828641,105,743,58,1,8,14811,8.16,478229,5.32,7.24,7200.08,533524,343602000,87.6,1
3472,306,3539,6,11,23,58,3563646,49,7058,279,5,1,142982,59.72,411561,6.16,51.48,5379.4,465546,171814000,85.96,1
3483,365,15379,6,10,8,136,5235761,239,4412,273,0,3,143164,98.2,175963,5.08,61.2,1921.52,202544,23456,78.64,1
3495,287,18414,17,12,30,16,5847093,433,20396,828,6,1,329733,31,183258,6.28,26.68,1528.44,209846,10191.7,89.68,1
3504,359,1065,6,6,20,19,5215727,64,8180,151,6,1,143546,300.8,583650,6.4,300.36,6619.36,663891,171853000,85.84,1
3507,381,12184,8,16,13,16,14843393,781,29364,624,2,3,143602,96.64,346748,6.56,99.28,3028.2,399603,23604.9,87.08,1
3508,532,5139,6,12,0,94,28889263,1509,36335,1159,4,10,143783,44.36,341664,6.28,42.16,2972.48,394277,10703.2,88.04,1
3522,622,16084,7,18,12,117,11088790,319,7632,735,12,1,143850,37.96,511207,5.24,27.8,4353.12,590026,5457.12,84.88,1
3526,195,8960,6,6,3,14,1964808,89,6778,207,2,1,143926,123.48,344625,7.04,116.88,2940.32,397344,34508.6,88.32,1
3536,410,6374,6,5,11,18,1047089,81,643,99,2,3,1358953,227.48,181055,6.08,178.92,1785.36,207717,56994.6,86.84,1
3539,694,10102,8,16,30,231,49746446,937,69344,1331,5,6,71648,86.48,180267,7.24,82.96,4469.32,206784,31644.4,89.8,1
3541,564,18766,13,36,30,92,7329017,286,5101,874,1,6,156677,10.32,176490,5.68,9.28,4143.24,202935,14868.6,83.4,1
3552,427,4197,6,5,18,42,5213844,1305,7925,256,4,1,144376,105.56,513914,8.24,101,4400.96,592986,28032.4,87.96,1
3553,456,10747,8,17,13,36,1631566,115,1891,634,5,1,10044438,12.32,178839,7,8.76,3123.04,205785,16950,89.6,1
3554,600,3129,7,6,30,126,39929221,531,11327,576,5,2,144417,25.08,517136,6.08,25.16,5514.32,596149,17197.5,86,1
3559,371,3764,5,3,6,10,3270046,213,12005,259,3,1,796627,104.04,580585,7.2,65.28,6681.92,660935,171822000,87.4,1
3562,196,2500,10,7,30,36,17495063,328,22532,157,7,25,7226227,37.84,341525,6.24,38.68,3250.96,394170,11906.5,89.08,1
3565,571,21050,16,61,30,31,19342561,1295,24610,1234,1,8,144602,8.72,346668,6.68,6.88,3672.48,399543,18902.9,88.24,1
3572,626,19723,14,44,23,9,4772998,359,3112,313,4,1,144714,12.64,514265,6.4,10.24,4529.6,593361,11973.1,84.6,1
3574,400,2013,6,4,30,49,864236,2798,5644,81,5,1,144751,239.04,414486,8.32,232.64,5446.72,468726,171854000,86.32,1
3579,632,7644,7,9,7,18,3674965,653,17491,404,2,4,702536,481.12,358181,8.88,371.28,3548.68,411349,117876,90.96,1
3590,520,7088,6,5,2,75,441893,7,505,99,6,1,4600838,19.76,176058,5.8,18.84,2973.76,202518,13506.9,83.2,1
3593,544,21747,16,52,30,41,24499690,1215,23136,1486,2,1,145065,25.48,513834,6,23.44,4769.16,592943,16908.8,85.68,1
3596,585,20780,15,53,20,18,13410067,1139,17718,824,2,3,1173384,24.28,342958,6.04,23.52,3108.32,395729,13008.7,84,1
3600,577,2530,5,5,0,22,5780741,149,13174,280,3,1,145175,399.68,480370,8.92,389.4,7487.48,535735,343671000,91,1
3607,332,3273,7,4,14,51,5962130,38,6829,229,3,2,145295,27.52,578477,5.56,15.24,7054.32,658754,171806000,82.96,1
3612,259,8013,7,7,4,13,2567172,93,7198,337,2,1,145380,264.24,8968.76,10.2,250.32,211.36,9220.84,76471.5,92.2,1
3614,303,7466,6,9,15,10,5336737,1007,15430,411,4,5,3675053,12.72,172856,5.52,11.16,1823.64,199344,6733.04,88.56,1
3621,666,16182,7,18,30,103,868880,69,149,301,4,1,13008034,11.96,181991,7.76,8.52,3203.44,208901,21734,88.92,1
3622,513,16495,10,34,22,17,7194973,301,6980,465,1,2,145550,2.76,340626,4.92,3,3467.16,393275,5450.24,86.44,1
3624,421,1466,4,2,13,15,8381370,225,4989,238,4,1,5340953,56.6,349410,6.4,54.32,3276.76,402219,16008.6,91.88,1
3628,445,2564,7,5,30,110,6949135,438,6347,287,4,47,19153,173.52,752267,6.8,162.88,8471.6,858874,171838000,80.64,1
3636,298,1080,5,2,10,11,1997438,15,4816,79,4,1,7629536,189.84,407907,7.6,177,5262.68,461850,171828000,85.24,1
3638,508,14508,13,26,19,39,4727072,245,4266,1213,0,2,145830,1.88,169484,2.52,2.16,1420.64,195755,135.8,85.48,1
3640,196,2245,7,2,18,33,9746446,155,9309,272,2,5,35482,88.08,173189,5.4,86.32,1603.72,199641,17920.8,87.72,1
3643,656,6554,7,10,0,77,9491552,260,16586,714,6,1,145904,63.08,172386,6.32,62.92,1602,198984,15725.3,86.32,1
3645,597,7248,5,6,19,45,16284708,1776,40326,882,6,2,83241,11.64,694252,6.48,11.16,9957.84,799756,23436.3,83.28,1
3647,606,22475,17,44,30,15,13185253,790,14341,623,3,3,145973,12.04,349827,6.44,13.28,5027.08,402629,16125.8,86.84,1
3655,379,2832,7,6,30,36,13506611,149,24191,464,5,7,150010,50.16,350346,6.48,49.32,3900.56,403021,17706.1,86.88,1
3656,205,8683,11,13,30,13,7222995,276,23351,71,3,5,1600763,65.96,176369,7.12,47.52,1570.6,202820,22780.9,94.44,1
3663,265,6469,8,13,5,6,7883435,3216,15458,484,3,6,32702,126.04,517818,6.52,79.08,5521.68,597012,43680.8,87.4,1
3675,469,3363,6,4,21,18,2914616,126,5923,134,2,2,146450,10.04,875732,5.44,9.68,12219.2,984719,515399000,79.24,1
3676,428,14677,14,27,8,29,2381651,99,2104,606,1,1,718639,16.28,359339,6.52,12.56,7721.48,412184,27205.4,88.56,1
3677,671,4137,7,11,30,147,15234071,162,9363,768,3,1,146489,10,171926,5.24,9.96,1499.12,198302,4605.84,87.52,1
3680,381,12184,8,16,13,16,14840707,780,29364,624,2,3,143602,96.64,346749,6.56,99.28,3028.12,399602,23603,86.92,1
3684,667,3173,5,3,30,54,15801706,107,12711,346,3,1,146623,52.04,343168,5.72,50.56,3976.8,395828,16871.6,88.6,1
3685,573,7558,7,14,30,167,19250983,166,31984,1102,7,1,176132,59.12,175336,7.36,60.8,1474.2,201834,16832.5,92.52,1
3687,338,13222,7,17,9,14,1855854,300,5715,225,3,3,84931,35.6,172531,5.76,28.04,1634.72,198958,25001.5,90.12,1
3692,631,22452,15,35,18,13,16650758,1242,16336,825,4,1,146759,17.24,5760.2,6.48,15.6,1012.6,5995.16,13326.4,88.44,1
3694,545,12291,14,31,25,72,4260720,157,2132,762,1,1,146796,221.68,347252,8.36,221.28,2947.48,400104,44258.9,89.24,1
3695,309,10756,14,20,10,28,2507701,122,1400,389,2,1,146816,38.08,348257,6.24,22.56,4274.32,401081,17838.3,83.64,1
3696,273,11720,7,14,21,23,1022994,48,562,167,4,1,10933278,146.24,175334,7.08,140.4,1551.24,201810,28459.5,92.72,1
3700,680,3025,7,9,30,93,14022115,161,14615,510,4,1,146910,24.32,171926,5.88,24.36,1957.88,198408,10043.5,84.44,1
3701,647,5119,5,6,12,11,4480012,1066,33817,496,4,2,1250657,327.76,13579.4,7.84,254.64,467.36,13969.2,81481,89.76,1
3704,511,10515,9,13,16,52,8053029,1045,29743,455,4,3,146984,70.92,514165,5.4,44.56,5190.32,593208,16319.8,84,1
3706,643,7548,8,10,11,124,12334036,74,12017,1106,3,1,147018,26.8,343529,6.2,26.28,3653.92,396335,14771.7,85.68,1
3707,326,2146,7,6,30,27,10037862,57,8778,302,4,1,1025654,75.88,349875,7.56,75.52,5243.88,402727,31559,91.72,1
3713,226,6965,8,7,12,32,978449,198,1706,186,3,1,147131,55.12,702000,7.56,49.2,5800.84,807547,18935,84.84,1
3717,276,10586,11,13,18,8,3428706,136,15351,949,2,1,147198,5.76,237355,4.96,5.2,3603.28,264998,171803000,87.44,1
3729,528,3093,5,5,0,54,17229421,8925,33776,730,4,1,147407,758.24,348116,9.4,757.4,3406.2,400793,134110,91.48,1
3739,532,6560,7,8,30,126,34755254,182,42354,624,4,2,147585,18.68,342888,5.64,18.04,3591.12,395581,6700.68,89.32,1
3742,611,17458,15,28,30,105,17936970,911,15602,1671,1,10,147639,55.48,172357,6.32,54.68,1540.52,198877,14535.7,91.6,1
3744,438,3581,6,8,0,123,37208845,4525,19856,528,2,74,7062,29.44,172251,6.32,29.08,1465.64,198594,9101.96,92.32,1
3746,306,1602,5,3,0,19,1501365,74,248,29,2,16,20810231,1032.48,12526.4,11.24,1031.24,528.84,12737.2,184254,96.92,1
3747,511,4207,8,4,25,104,6680643,60,23005,415,5,1,994457,106.08,520764,6.2,93.2,5767.2,599851,29662.2,84.28,1
3762,508,21883,14,49,19,13,15770410,1318,24445,858,3,2,147953,8.36,345051,6.12,8.12,4012.36,397827,14194,83.6,1
3765,714,8168,7,11,30,171,21525759,126,300813,1710,4,2,148008,714.96,349218,9.44,711.92,3260.84,401938,126890,91.6,1
3767,278,1787,9,4,30,32,14692134,1112,28419,604,5,7,5298,9.64,342927,5.04,9.6,2915.28,395623,3726.12,86.08,1
3771,247,3634,6,5,6,15,4324539,465,20408,414,3,1,148101,64.36,512091,6.2,39.32,4709.36,591026,14728,83.36,1
3781,536,5764,8,7,30,55,1534781,23,4912,427,3,2,148278,0.92,338198,4.6,1,2838.56,390700,913.56,85.72,1
3782,316,7656,5,12,9,59,1863961,71,2574,338,9,1,148297,89,351339,7.6,86.44,4471.64,404208,27601.4,93.12,1
3784,636,21870,15,40,24,20,10652628,861,11397,638,3,3,148336,1.96,515255,6.56,1.2,4625.08,594500,10012.6,76.28,1
3792,499,20510,9,18,19,11,2857696,135,5221,485,4,1,6580300,37.12,180888,7.48,27.44,3100.6,207421,22674.3,93.32,1
3798,259,7238,7,12,16,71,570054,288,1106,322,6,1,164754,8.36,340516,5.68,7.44,2956.88,393329,4505.76,89.12,1
3800,362,1784,7,5,9,24,13024952,50,25002,454,3,1,148607,69.92,683906,6.36,66.76,6030.68,789275,14160.8,74.12,1
3816,325,13432,12,21,15,18,1494431,1045,4906,225,1,1,148876,2.04,476267,5.72,2.4,8524.88,531542,343607000,83.32,1
3817,236,2825,7,5,5,69,10577896,196,6664,171,2,1,148893,110.88,519994,8.12,93.72,4773.8,599440,26984.2,91.32,1
3820,624,21826,15,61,30,26,8963684,649,7459,527,2,2,148941,6.64,517983,6.68,4.28,5917.56,597094,20592.6,86.2,1
3821,527,13813,12,14,1,25,433145,36,454,88,1,1,10536052,108.36,247390,9.36,44.12,7106.28,275497,171841000,85.52,1
3827,157,5795,10,33,6,12,2120457,108,12291,1037,3,2,149059,30.52,268696,7.32,23.76,3678.92,296977,171813000,93.52,1
3828,251,2333,7,8,2,19,8327415,154,11535,1550,4,1,149071,55.04,342639,5.4,47.68,3072.36,395360,12763.2,81.8,1
3830,627,8216,7,10,30,117,16817094,133,11806,874,4,2,149106,55.24,343814,6.28,41,3492.12,396495,18984.8,90.28,1
3833,400,6598,7,13,8,42,1798759,191,2139,328,3,1,149163,46.8,587616,6.24,47.92,6950.28,668025,171812000,86.92,1
3836,661,16562,17,34,10,8,5410385,264,3934,326,3,1,149221,23.4,849225,5.56,23,7212.32,980685,5000.08,82.76,1
3837,202,1343,5,4,3,19,4087049,1329,5509,130,3,13,6935,34.72,352459,6.24,26.16,3774.12,405306,16021.2,87.08,1
3839,431,2182,6,5,30,45,16910055,100,11053,546,3,1,149258,204.88,343372,6.64,168.32,3222.64,396038,32520.4,93.12,1
3847,345,8113,7,5,5,67,2074928,76,2356,137,5,1,5464649,20.76,170624,5.92,20.76,1469.48,197056,6448.4,83.88,1
3854,530,13668,15,42,30,23,7867136,419,6079,290,1,2,198760,9.96,520646,6.52,11,7202.04,599802,18782.1,82,1
3869,330,3863,6,8,4,18,2059045,907,2771,147,1,9,1313,73.12,242314,6.96,73.92,3809.36,270161,171818000,86.24,1
3871,527,6671,8,17,0,394,119581278,4246,279123,2740,5,1,149851,169.32,4177.64,8.84,172.28,3.84,4271.52,33088.5,95.2,1
3876,565,3160,5,4,28,40,5399815,30,11502,254,3,1,149933,144.84,348303,7.48,133.28,3126.08,401191,33215,93.12,1
3878,636,8374,7,12,15,32,3016272,149,5927,243,2,1,149972,26.72,414019,5.48,20.28,6385,467949,171810000,89.6,1
3880,379,2832,7,6,30,36,13506421,149,24191,464,5,1,150010,50.16,350345,6.48,49.32,3900.56,403020,17705.1,86.88,1
3888,284,3666,7,10,6,10,35464,10,149,25,0,1,150152,224.68,484895,6.32,112.04,11274.2,540334,343648000,82.8,1
3894,547,6406,8,9,16,98,17613440,1456,10830,316,3,6,17753,28.92,174359,5.56,29.12,2493.64,200823,13095.2,85.8,1
3895,470,9125,9,13,7,41,1943559,38,1607,267,5,1,7253268,6.16,173721,6.08,6.24,1910.64,200367,8675.64,89.84,1
3897,501,3679,7,10,0,58,14635096,577,11792,561,4,1,150307,49.96,513599,5.96,49.72,6104.2,592626,19739.4,86.72,1
3901,615,2467,5,4,30,62,2700344,23,5056,316,4,2,150371,173.4,514249,5.44,163.2,4376.44,593325,28598.2,74.04,1
3902,627,12963,10,20,13,26,6193120,600,11703,413,0,7,14455,21.36,585282,4.44,19.48,6475,665510,171801000,85.76,1
3907,244,13165,9,40,12,9,7964018,573,8265,541,3,3,150475,91.56,854894,5.36,51.8,8310.8,986402,18970.5,82,1
3908,293,4656,5,6,6,18,2840046,116,5005,171,3,1,150491,55.56,345708,6.04,35.44,3325.72,398417,15169,86.84,1
3925,199,1622,7,11,3,11,882133,75,814,54,2,10,514375,41.24,318082,6.08,36.8,6809.04,347723,343612000,81.8,1
3931,682,12647,12,31,23,87,6035748,2027,9850,839,1,5,84913,4.6,523276,6.44,5.16,9597.6,602299,24727.1,83.12,1
3939,164,1499,7,2,0,12,15413821,462,22131,49,8,15,12002598,24.32,408166,4,23.6,5121.24,462072,171804000,84.84,1
3948,201,7998,6,8,6,6,1635032,163,2245,129,3,10,15929,30.48,418577,5.36,24.52,5060.64,472613,171808000,79.48,1
3951,613,5521,7,9,23,151,24041299,169,34795,1072,4,1,152436,90.96,347773,8.44,70.72,3817.72,400711,26824.3,84.32,1
3954,198,20383,10,19,17,24,10605741,1898,42478,1706,2,24,160874,27.36,342164,6.32,36.32,2910.84,394783,12459.8,92.52,1
3955,227,4722,10,10,7,9,248595,59,421,52,1,1,151241,85.84,713956,7.28,61.8,12307.2,796700,515415000,87.68,1
3962,259,8013,7,7,4,13,2567381,93,7198,337,2,8,145380,264.24,8969.96,10.2,250.32,211.36,9221.44,76472.7,92.8,1
3971,457,6908,8,11,15,35,12981994,463,28045,899,5,24,5836,54.84,192008,7.04,32.24,3231.68,218780,22051.7,89.48,1
3972,574,3780,8,11,0,82,24923585,724,6328,307,6,29,6617,178.24,176196,7.52,172.76,1751.36,202766,41080.6,87.72,1
3973,360,9509,6,16,8,54,15267248,1074,25299,603,0,23,9592,45.56,171865,6.44,29.96,1485.24,198314,10656.8,85.28,1
3975,127,6451,10,14,7,25,1429703,269,2507,142,2,1,151579,471.48,408522,6,118.24,5648.96,462436,171828000,87.8,1
